JobID,State,ExitCode,NodeList,Start,End,Elapsed,Timelimit,FailedNode
6906541_75,COMPLETED,0:0,vera-r01-19,2025-03-14T16:37:57,2025-03-14T16:41:03,00:03:06,00:15:00,
6906541_75.batch,COMPLETED,0:0,vera-r01-19,2025-03-14T16:37:57,2025-03-14T16:41:03,00:03:06,,
6906541_75.extern,COMPLETED,0:0,vera-r01-19,2025-03-14T16:37:57,2025-03-14T16:41:03,00:03:06,,
6906541_76,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:39:58,00:02:01,00:15:00,
6906541_76.batch,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:39:58,00:02:01,,
6906541_76.extern,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:39:58,00:02:01,,
6906541_77,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:40:08,00:02:11,00:15:00,
6906541_77.batch,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:40:08,00:02:11,,
6906541_77.extern,COMPLETED,0:0,vera-r03-15,2025-03-14T16:37:57,2025-03-14T16:40:08,00:02:11,,
6906541_78,COMPLETED,0:0,vera-r05-04,2025-03-14T16:37:57,2025-03-14T16:40:23,00:02:26,00:15:00,
6906541_78.batch,COMPLETED,0:0,vera-r05-04,2025-03-14T16:37:57,2025-03-14T16:40:23,00:02:26,,
6906541_78.extern,COMPLETED,0:0,vera-r05-04,2025-03-14T16:37:57,2025-03-14T16:40:23,00:02:26,,
6906541_79,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,00:15:00,
6906541_79.batch,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,,
6906541_79.extern,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,,
6906541_80,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,00:15:00,
6906541_80.batch,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,,
6906541_80.extern,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,,
6906541_81,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:08,00:03:09,00:15:00,
6906541_81.batch,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:08,00:03:09,,
6906541_81.extern,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:08,00:03:09,,
6906541_82,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,00:15:00,
6906541_82.batch,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,,
6906541_82.extern,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,,
6906541_83,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:56,00:02:57,00:15:00,
6906541_83.batch,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:56,00:02:57,,
6906541_83.extern,COMPLETED,0:0,vera-r02-16,2025-03-14T16:37:59,2025-03-14T16:40:56,00:02:57,,
6906541_84,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:58,00:02:59,00:15:00,
6906541_84.batch,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:58,00:02:59,,
6906541_84.extern,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,,
6906541_85,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,00:15:00,
6906541_85.batch,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,,
6906541_85.extern,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:00,00:03:01,,
6906541_86,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:07,00:03:08,00:15:00,
6906541_86.batch,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:07,00:03:08,,
6906541_86.extern,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:07,00:03:08,,
6906541_87,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,00:15:00,
6906541_87.batch,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,,
6906541_87.extern,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:41:01,00:03:02,,
6906541_88,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,00:15:00,
6906541_88.batch,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,,
6906541_88.extern,COMPLETED,0:0,vera-r04-04,2025-03-14T16:37:59,2025-03-14T16:40:59,00:03:00,,
6906541_89,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,00:15:00,
6906541_89.batch,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,,
6906541_89.extern,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,,
6906541_90,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:57,00:02:57,00:15:00,
6906541_90.batch,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:57,00:02:57,,
6906541_90.extern,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:57,00:02:57,,
6906541_91,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:41:08,00:03:08,00:15:00,
6906541_91.batch,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:41:08,00:03:08,,
6906541_91.extern,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:41:08,00:03:08,,
6906541_92,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:59,00:02:59,00:15:00,
6906541_92.batch,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:59,00:02:59,,
6906541_92.extern,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:59,00:02:59,,
6906541_93,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,00:15:00,
6906541_93.batch,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,,
6906541_93.extern,COMPLETED,0:0,vera-r03-13,2025-03-14T16:38:00,2025-03-14T16:40:58,00:02:58,,
6906541_94,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,00:15:00,
6906541_94.batch,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,,
6906541_94.extern,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,,
6906541_95,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:03,00:03:03,00:15:00,
6906541_95.batch,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:03,00:03:03,,
6906541_95.extern,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:03,00:03:03,,
6906541_96,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:05,00:03:05,00:15:00,
6906541_96.batch,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:05,00:03:05,,
6906541_96.extern,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:05,00:03:05,,
6906541_97,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:01,00:03:01,00:15:00,
6906541_97.batch,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:01,00:03:01,,
6906541_97.extern,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:01,00:03:01,,
6906541_98,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,00:15:00,
6906541_98.batch,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,,
6906541_98.extern,COMPLETED,0:0,vera-r04-01,2025-03-14T16:38:00,2025-03-14T16:41:00,00:03:00,,
6906541_99,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:01,00:02:58,00:15:00,
6906541_99.batch,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:01,00:02:58,,
6906541_99.extern,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:02,00:02:59,,
6906541_100,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:57,00:02:54,00:15:00,
6906541_100.batch,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:57,00:02:54,,
6906541_100.extern,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:57,00:02:54,,
6906541_101,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:00,00:02:57,00:15:00,
6906541_101.batch,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:00,00:02:57,,
6906541_101.extern,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:41:00,00:02:57,,
6906541_102,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,00:15:00,
6906541_102.batch,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_102.extern,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_103,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:59,00:02:56,00:15:00,
6906541_103.batch,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:59,00:02:56,,
6906541_103.extern,COMPLETED,0:0,vera-r02-01,2025-03-14T16:38:03,2025-03-14T16:40:59,00:02:56,,
6906541_104,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:03,00:03:00,00:15:00,
6906541_104.batch,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:03,00:03:00,,
6906541_104.extern,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:03,00:03:00,,
6906541_105,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,00:15:00,
6906541_105.batch,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_105.extern,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_106,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:07,00:03:04,00:15:00,
6906541_106.batch,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:07,00:03:04,,
6906541_106.extern,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:07,00:03:04,,
6906541_107,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:01,00:02:58,00:15:00,
6906541_107.batch,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:01,00:02:58,,
6906541_107.extern,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:41:01,00:02:58,,
6906541_108,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,00:15:00,
6906541_108.batch,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_108.extern,COMPLETED,0:0,vera-r04-21,2025-03-14T16:38:03,2025-03-14T16:40:58,00:02:55,,
6906541_109,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,00:15:00,
6906541_109.batch,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_109.extern,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_110,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,00:15:00,
6906541_110.batch,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_110.extern,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_111,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:07,00:03:03,00:15:00,
6906541_111.batch,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:07,00:03:03,,
6906541_111.extern,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:07,00:03:03,,
6906541_112,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,00:15:00,
6906541_112.batch,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_112.extern,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_113,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,00:15:00,
6906541_113.batch,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_113.extern,COMPLETED,0:0,vera-r04-03,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_114,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,00:15:00,
6906541_114.batch,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_114.extern,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_115,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:57,00:02:53,00:15:00,
6906541_115.batch,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:57,00:02:53,,
6906541_115.extern,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:57,00:02:53,,
6906541_116,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:06,00:03:02,00:15:00,
6906541_116.batch,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:06,00:03:02,,
6906541_116.extern,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:06,00:03:02,,
6906541_117,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,00:15:00,
6906541_117.batch,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_117.extern,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:41:00,00:02:56,,
6906541_118,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,00:15:00,
6906541_118.batch,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_118.extern,COMPLETED,0:0,vera-r04-22,2025-03-14T16:38:04,2025-03-14T16:40:59,00:02:55,,
6906541_119,COMPLETED,0:0,vera-r02-24,2025-03-14T16:38:05,2025-03-14T16:40:07,00:02:02,00:15:00,
6906541_119.batch,COMPLETED,0:0,vera-r02-24,2025-03-14T16:38:05,2025-03-14T16:40:07,00:02:02,,
6906541_119.extern,COMPLETED,0:0,vera-r02-24,2025-03-14T16:38:05,2025-03-14T16:40:07,00:02:02,,
6906541_120,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,00:15:00,
6906541_120.batch,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,,
6906541_120.extern,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,,
6906541_121,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,00:15:00,
6906541_121.batch,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,,
6906541_121.extern,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,,
6906541_122,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:07,00:03:00,00:15:00,
6906541_122.batch,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:07,00:03:00,,
6906541_122.extern,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:07,00:03:00,,
6906541_123,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,00:15:00,
6906541_123.batch,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,,
6906541_123.extern,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:40:59,00:02:52,,
6906541_124,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:04,00:02:57,00:15:00,
6906541_124.batch,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:04,00:02:57,,
6906541_124.extern,COMPLETED,0:0,vera-r03-05,2025-03-14T16:38:07,2025-03-14T16:41:04,00:02:57,,
6906541_125,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:55,00:02:48,00:15:00,
6906541_125.batch,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:55,00:02:48,,
6906541_125.extern,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:55,00:02:48,,
6906541_126,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,00:15:00,
6906541_126.batch,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,,
6906541_126.extern,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:58,00:02:51,,
6906541_127,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:06,00:02:59,00:15:00,
6906541_127.batch,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:06,00:02:59,,
6906541_127.extern,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:06,00:02:59,,
6906541_128,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:02,00:02:55,00:15:00,
6906541_128.batch,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:02,00:02:55,,
6906541_128.extern,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:41:02,00:02:55,,
6906541_129,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:57,00:02:50,00:15:00,
6906541_129.batch,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:57,00:02:50,,
6906541_129.extern,COMPLETED,0:0,vera-r04-15,2025-03-14T16:38:07,2025-03-14T16:40:57,00:02:50,,
6906541_130,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,00:15:00,
6906541_130.batch,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_130.extern,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_131,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,00:15:00,
6906541_131.batch,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,,
6906541_131.extern,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,,
6906541_132,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:03,00:02:50,00:15:00,
6906541_132.batch,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:03,00:02:50,,
6906541_132.extern,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:03,00:02:50,,
6906541_133,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,00:15:00,
6906541_133.batch,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,,
6906541_133.extern,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:40:58,00:02:45,,
6906541_134,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,00:15:00,
6906541_134.batch,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_134.extern,COMPLETED,0:0,vera-r01-20,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_135,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:59,00:02:46,00:15:00,
6906541_135.batch,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:59,00:02:46,,
6906541_135.extern,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:59,00:02:46,,
6906541_136,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:02,00:02:49,00:15:00,
6906541_136.batch,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:02,00:02:49,,
6906541_136.extern,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:02,00:02:49,,
6906541_137,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:04,00:02:51,00:15:00,
6906541_137.batch,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:04,00:02:51,,
6906541_137.extern,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:04,00:02:51,,
6906541_138,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:56,00:02:43,00:15:00,
6906541_138.batch,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:56,00:02:43,,
6906541_138.extern,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:40:56,00:02:43,,
6906541_139,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,00:15:00,
6906541_139.batch,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_139.extern,COMPLETED,0:0,vera-r02-21,2025-03-14T16:38:13,2025-03-14T16:41:01,00:02:48,,
6906541_140,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,00:15:00,
6906541_140.batch,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_140.extern,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_141,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:01,00:02:46,00:15:00,
6906541_141.batch,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:01,00:02:46,,
6906541_141.extern,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:01,00:02:46,,
6906541_142,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:05,00:02:50,00:15:00,
6906541_142.batch,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:05,00:02:50,,
6906541_142.extern,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:41:05,00:02:50,,
6906541_143,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:58,00:02:43,00:15:00,
6906541_143.batch,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:58,00:02:43,,
6906541_143.extern,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:58,00:02:43,,
6906541_144,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:56,00:02:41,00:15:00,
6906541_144.batch,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:56,00:02:41,,
6906541_144.extern,COMPLETED,0:0,vera-r04-16,2025-03-14T16:38:15,2025-03-14T16:40:56,00:02:41,,
6906541_145,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,00:15:00,
6906541_145.batch,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_145.extern,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_146,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,00:15:00,
6906541_146.batch,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_146.extern,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:40:59,00:02:44,,
6906541_147,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:08,00:02:53,00:15:00,
6906541_147.batch,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:08,00:02:53,,
6906541_147.extern,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:08,00:02:53,,
6906541_148,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:00,00:02:45,00:15:00,
6906541_148.batch,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:00,00:02:45,,
6906541_148.extern,COMPLETED,0:0,vera-r04-20,2025-03-14T16:38:15,2025-03-14T16:41:00,00:02:45,,
